1, 1, 1782 
1, 2, 286 
1, 3, 416 
1, 4, 517 
1, 5, 570 
1, 6, 981 
1, 7, 1011 
1, 8, 813 
1, 9, 978 
1, 10, 1330 
1, 11, 1124 
1, 12, 1360 
1, 13, 1381 
1, 14, 1258 
1, 15, 1332 
10, 1, 338 
10, 2, 383 
10, 3, 518 
10, 4, 676 
10, 5, 559 
10, 6, 840 
10, 7, 781 
10, 8, 963 
10, 9, 1310 
10, 10, 1403 
10, 11, 1034 
10, 12, 1198 
10, 13, 2411 
10, 14, 1527 
10, 15, 903 
100, 1, 137 
100, 2, 177 
100, 3, 291 
100, 4, 293 
100, 5, 363 
100, 6, 581 
100, 7, 486 
100, 8, 503 
100, 9, 593 
100, 10, 635 
100, 11, 633 
100, 12, 710 
100, 13, 795 
100, 14, 951 
100, 15, 859 
1000, 1, 131 
1000, 2, 194 
1000, 3, 284 
1000, 4, 283 
1000, 5, 383 
1000, 6, 446 
1000, 7, 936 
1000, 8, 504 
1000, 9, 562 
1000, 10, 594 
1000, 11, 649 
1000, 12, 727 
1000, 13, 844 
1000, 14, 840 
1000, 15, 888 
10000, 1, 154 
10000, 2, 229 
10000, 3, 274 
10000, 4, 328 
10000, 5, 380 
10000, 6, 427 
10000, 7, 469 
10000, 8, 516 
10000, 9, 579 
10000, 10, 618 
10000, 11, 673 
10000, 12, 758 
10000, 13, 1598 
10000, 14, 1340 
10000, 15, 1340 
100000, 1, 595 
100000, 2, 618 
100000, 3, 816 
100000, 4, 1965 
100000, 5, 961 
100000, 6, 1064 
100000, 7, 1079 
100000, 8, 1106 
100000, 9, 1206 
100000, 10, 1260 
100000, 11, 1353 
100000, 12, 1468 
100000, 13, 1570 
100000, 14, 1689 
100000, 15, 1734 
1000000, 1, 3387 
1000000, 2, 1648 
1000000, 3, 2054 
1000000, 4, 2027 
1000000, 5, 2002 
1000000, 6, 2395 
1000000, 7, 2115 
1000000, 8, 2607 
1000000, 9, 2149 
1000000, 10, 2250 
1000000, 11, 2250 
1000000, 12, 2404 
1000000, 13, 2417 
1000000, 14, 2517 
1000000, 15, 3194 
10000000, 1, 25498 
10000000, 2, 15595 
10000000, 3, 17189 
10000000, 4, 14557 
10000000, 5, 16589 
10000000, 6, 15234 
10000000, 7, 15976 
10000000, 8, 21727 
10000000, 9, 20436 
10000000, 10, 16476 
10000000, 11, 16661 
10000000, 12, 18313 
10000000, 13, 23714 
10000000, 14, 19185 
10000000, 15, 21146 
100000000, 1, 237050 
100000000, 2, 135857 
100000000, 3, 161439 
100000000, 4, 147660 
100000000, 5, 160703 
100000000, 6, 163631 
100000000, 7, 167204 
100000000, 8, 177763 
100000000, 9, 176572 
100000000, 10, 182647 
100000000, 11, 191787 
100000000, 12, 195774 
100000000, 13, 201472 
100000000, 14, 208114 
100000000, 15, 214953 
